id;baseline_response;kg_response;bert_similarity_baseline;bert_similarity_kg;bert_similarity_diff
_1073969521441030144; gli immigrati hanno abitudini e costumi diversi da quelli dell'Italia (il parlante / associa il gruppo di persone all'azione di avere abitudini e costumi).; Non specificabile dal post.;0.4220545887947082;0.1829460859298706;-0.2391085028648376
; i rom sono ladri.;" rom_sinti sono-ricchi;";0.6751973032951355;0.4392902851104736;-0.2359070181846618
_1075812407489032194; gli rom non si cambieranno mai, non vogliono lavorare e sono disposti a tutto per rubare soldi (i rom / essere immutabili, non voler lavorare e essere disposti a qualsiasi cosa per rubare soldi).; i Rom sono ladri.;0.634878933429718;0.4023650288581848;-0.2325139045715332
_1068545906629402626;"le famiglie disagiate italiane sono meno importanti dei migranti; l'Italia sarebbe un paradiso se si occupassero dei migranti come si preoccupano dei migranti."; le istituzioni avvantaggiano i rom.;0.7486988306045532;0.5162492394447327;-0.2324495911598205
_822700325182341124;Rom sono animali.; una rom (donna) ha violato la mia privanza.;0.5367310047149658;0.3054003417491913;-0.2313306629657745
_814089848059527168; i rom sono scettici verso l'inclusione (i rom / essere scettici verso l'inclusione).; gli rom sono violenti, ladri e criminali.;0.7275797128677368;0.4987011551856994;-0.2288785576820373
_849881218057478144;Immigrati hanno distrutto l'Italia.; gli immigrati sono un peso.;0.799436092376709;0.5714098215103149;-0.228026270866394
_842465763806052357; nessun rom cerca lavoro in Italia (nessuno / rom, cercare lavoro).; i rom sono ladri;0.6733606457710266;0.4480077028274536;-0.225352942943573
_1123237628659347457; gli immigrati sono violenti.;" immigrati sono-criminali;";0.9429414868354796;0.719586968421936;-0.2233545184135437
_840977044796264448; i rom sono falsi, invalidi per commuovere.;" rom_sinti sono-benestanti;";0.678315281867981;0.4556475877761841;-0.2226676940917968
_1051603605915099137;" l'islam sta occupando le terre e convertendo gli ""infedeli"" occidentali (l'islam / stare occupando le terre e convertendo gli ""infedeli"" occidentali)."; gli musulmani sono pericolosi.;0.7431113123893738;0.5242458581924438;-0.2188654541969299
_1055355151777783808;"gli immigrati generano il 36% dei detenuti, anche senza contare Rom e Sinti “italiani"", i “domiciari” o quelli in “semi libertà”. Il 75% degli stupri sono ad opera di stranieri.";gli immigrati generano il 36% dei detenuti.;0.344481498003006;0.1328204870223999;-0.211661010980606
_1068211329746563073;"governo balla sui migranti.
   La scelta è tra invasione e sovranità."; il governo è indeciso sui migranti.;0.5617106556892395;0.351323127746582;-0.2103875279426574
_1077278804496842753; gli immigrati sono aggressori sessuali (gli immigrati / essere stupratori).; immigrati sono criminali.;0.8408047556877136;0.6350194215774536;-0.20578533411026
_1055834813771472897; i nomadi vivono di furti, borseggi ed altri espedienti (i nomadi).; i rom sono ladri;0.6285061240196228;0.4247039258480072;-0.2038021981716156
_1053306664613502976; gli europei sparano addosso alle scimmie e all'Islam (gli europei / sparare addosso alle scimmie e all'Islam).; gli uomini sono terroristi / violenti.;0.5182305574417114;0.3161016702651977;-0.2021288871765136
_1044505438660808706;" l'immigrazione clandestina è contro la ""democrazia"".";" George Soros è-attentatore della sovranità di uno Stato libero e indipendente;";0.4252490997314453;0.2332736849784851;-0.1919754147529602
_1040725645838479360;gli immigrati clandestini sono preferiti a degli italiani nella concessione di abitazioni.; gli immigrati sono violenti, stuprano, irregolari, truffatori, terroristi, non lavorano, sono parassiti e mantenuti, portano malattie, tolgono case, tolgono soldi.;0.743556022644043;0.5529178380966187;-0.1906381845474243
_1047738587146608640; si dovrebbero imporre la tolleranza zero verso i delinquenti e abusivi nei campi rom (i delinquenti e gli abusivi / essere tollerati).;" il campo rom Bonfadini è un campo Sardone;
    il campo Rom Bonfadini ha zero tolleranza verso delinquenti e abusivi.";0.6281092762947083;0.4443268179893493;-0.1837824583053589
_1103340729395437569; gli uomini che toccano donne, gay e migranti sono destinati all'inferno. (gli uomini che toccano donne, gay e migranti / essere destinati all'inferno).; uomini sono violenti;0.3438321053981781;0.1605511158704757;-0.1832809895277023
_1074297236815798272; i migranti hanno rotto le regole e hanno violato i diritti umani (i migranti, essere che hanno rotto le regole e hanno violato i diritti umani).; gli immigrati hanno rotto le Manifestazioni di Diritti e si fanno sentire.;0.618716835975647;0.4365177154541015;-0.1821991205215454
_1055906434737733632;gli immigrati africani sono stupratori e assassini.; gli immigrati sono violenti.;0.5958440899848938;0.4181084036827087;-0.177735686302185
_812022487030566912;" la comunità musulmana non nasconde le moschee fuori controllo (la comunità musulmana, aver le moschee ""faidate"" come in Italia e essere fuori controllo)."; la comunità musulmana non segue le leggi italiane e non è sotto controllo.;0.6488305330276489;0.4755230247974396;-0.1733075082302093
_805385274087895040; i nomadi bruciano i rifiuti (i nomadi / dare fuoco ai rifiuti).;" un nomade è stato arrestato;
    i rifiuti sono stati dati alle fiamme.";0.6074944734573364;0.4365326166152954;-0.170961856842041
_1074414143262912512; gli immigrati sono incazzati (gli immigrati / avere uno stato di rabbia).; Gli immigrati sono incazzati, protestano contro Salvini e stanno invadendo l'Italia.;0.660180926322937;0.4895649552345276;-0.1706159710884094
_1092527469264076800;Migranti africani e islamici stanno conquistando l'Europa.; gli africani sono una minaccia.;0.8588399291038513;0.6886425018310547;-0.1701974272727966
_1072088625523892230; i migranti portano solo ignoranza e delinquenza (i migranti, essere caratterizzati da ignoranza e delinquenza).; gli immigrati sono violenti, ignoranti, criminali, parassiti e portano malattie.;0.8412187099456787;0.6727965474128723;-0.1684221625328064
_1090980606870204419; i rom e gli immigrati sporcano le nostre città (i rom e gli immigrati / essere sporchi).;"la sinistra riempie le città di rom e immigrati; 2) gli stranieri usano la sanità italiana; 3) gli stranieri non hanno cura.";0.7637184858322144;0.5999934077262878;-0.1637250781059265
_1067089567042408448; i clandestini sono disperati (i clandestini, essere disperati).; gli immigrati stanno invadendo l'Italia.;0.6291896104812622;0.4685976207256317;-0.1605919897556305
_1050001276120064000; ci sono problemi quando si cerca di trovare soldi per gli italiani, ma non ci sono problemi quando si cerca di trovare soldi per i migranti (ci sono problemi / migranti, cercare di trovare soldi per loro, non esservici problemi).; gli immigrati ingannano i soldi;0.5917088389396667;0.4372923374176025;-0.1544165015220642
_1047180969940340736; gli stranieri stanno facendo affari in Italia (il parlante / associa il gruppo di persone all'azione di avere interessi finanziari).; Non specificabile dal post.;0.4072049260139465;0.2538784444332123;-0.1533264815807342
_1051462315042897921; i musulmani non rispettano la laicità della Repubblica Italiana (i musulmani, essere per non rispettare la laicità della Repubblica Italiana).; i musulmani sono pericolosi.;0.7360696196556091;0.5899093151092529;-0.1461603045463562
_841267224455315457; #RomaOstia / causare furti (#RomaOstia / causare).; i rom sono ladri;0.4657353162765503;0.3212802410125732;-0.144455075263977
_1122185432257716225;" sono state istruite con gli slogan comunisti ""Falce e martello, padroni al macello"" come i maoisti con i versetti del Corano ""Uccidete i cani infedeli"" (massa / essere stata istruita con un messaggio violento e discriminatorio)."; le persone istruite con gli slogan comunisti sono padroni al macello.;0.5199823379516602;0.3801674246788025;-0.1398149132728576
_1041016225034321920; gli immigrati pagano le tasse per mantenere altri immigrati senza lavorare (gli immigrati / pagare le tasse / mantenere altri immigrati senza lavorare).; gli immigrati non lavorano.;0.5176681280136108;0.3865623772144317;-0.131105750799179
;immigrati illegali devono essere rimpatriati collettivamente, più carceri e detenzione forzata per gli immigrati illegali.;" gli immigrati illegali sono inferiori; sono truffatori; sono parassiti; portano malattie; sono terroristi; sono violenti; invadono l'Italia; sono irregolari. Sono criminali; stuprano; non rispettano la legge; sono truffatori";0.7272288799285889;0.5970014333724976;-0.1302274465560913
_1065264871141502976; gli immigrati soffrono di HIV, tubercolosi, meningite e scabbia (gli immigrati / soffrire di HIV, tubercolosi, meningite e scabbia).; Gli immigrati scaricano in porti italiani rifiuti e indumenti infetti dei migranti.;0.7288159132003784;0.5987914800643921;-0.1300244331359863
_1051165641036713985; gli islamici fanno ciò che vuolono con la moglie (gli islamici / fare ciò che vuolono con la moglie).;"i musulmani sono violenti; 2) i musulmani sono minaccia; 3) i musulmani conquistano l'Italia.";0.6472792625427246;0.519526481628418;-0.1277527809143066
_1114803559164469248; i migranti, in particolare quelli falsi, devono lavorare seriamente, non solo fare le pulizie per i finti rifugiati (il parlante / accusare i migranti di fare la sporca opera).; Immigrati sono ladri;0.6142126321792603;0.489026129245758;-0.1251865029335022
_1046357156633759744; la polizia non può fare nulla contro gli immigrati (il parlante / associa il gruppo di persone all'azione di impedire le azioni della polizia).; Non specificabile dal post.;0.2919866144657135;0.1757091730833053;-0.1162774413824081
_1104311834574766081; il campo nomadi di Castel Romano è tossico (il campo nomadi di Castel Romano / essere tossico).; gli zingari sono ladri;0.4778507947921753;0.3625469505786896;-0.1153038442134857
_1059753843632824321;Esiste un mercato di traffico di migranti e prostituzione, l'impresa è mafiosa. Ricevono fondi da #Gheddafi usati dal #Belgio.; il governo del Belgio finanzia l'ingaggio di nigeriane nella rete di prostituzione.;0.3033507764339447;0.1893631070852279;-0.1139876693487167
_1054692672802340864; gli immigrati clandestini sono stupratori e spacciatori (gli immigrati clandestini / essere stupratori e spacciatori).; gli immigrati sono ladri;0.8306360244750977;0.7168928384780884;-0.1137431859970092
_1092810700874047496; gli stranieri senza lavoro potranno rimanere in Italia (il parlante / accusare la gestione delle entrate di fare favore agli immigrati a scapito degli italiani).; Gli stranieri, a prescindere dal lavoro, ottengono il rinnovo del permesso di soggiorno in Italia.;0.6929682493209839;0.5814068913459778;-0.1115613579750061
_1091336120590311424; gli immigrati clandestini sono delinquenti (l'immigrante / essere delinquente).;"gli immigrati sono violenti; 2) gli immigranti vanno puniti.";0.8478623628616333;0.7366601228713989;-0.1112022399902343
_1086523603598880768; l'islam accetta la pedofilia e le perversioni (l'islam, aver pedofilia e perversioni come normali).; l'islam è perverso.;0.7934724688529968;0.6829630136489868;-0.11050945520401
_824011122588131334;gli stranieri sono benvenuti (gli stranieri).; gli stranieri sono benvenuti in Europa;0.3743883371353149;0.2693995237350464;-0.1049888134002685
_1047823582670327810; il migrante molesta bambina (il migrante, molestare la bambina).; i migranti sono violenti.;0.3971678912639618;0.2924482226371765;-0.1047196686267852
_783675694203146240;i villaggi a Cinque Stelle costano 12 milioni di euro (i villaggi a Cinque Stelle, costare 12 milioni di euro).; i campi rom sono chiusure.;0.3476232290267944;0.2441150397062301;-0.1035081893205642
_1075870739214016514; gli uomini dell'Islam sono violenti (gli uomini dell'Islam / commettere violenze).; gli uomini islamici hanno sgozzato le due ragazze.;0.5113482475280762;0.4082525670528412;-0.1030956804752349
; gli immigrati spacciano (gli immigrati, essere impegnati nel traffico di droga).; gli immigrati spacciano droga.;0.7630645036697388;0.66009122133255;-0.1029732823371887
_1051458621425557504; gli africani stanno sporchi, luridi. ladri, spacciatori, assassini, stupratori, terroristi (gli africano, essere sporchi, luridi, ladri, spacciatori, assassini, stupratori, terroristi).; minori etnie sono sporchi, luridi, ladri, spacciatori, assassini, stupratori, terroristi.;0.5016655921936035;0.4023877084255218;-0.0992778837680816
;gli musulmani sono califfati.; gli musulmani sono minaccia, estremisti, autoritari, truffatori, pericolosi, parassiti, terroristi, non vogliono democrazia, hanno problemi, vogliono conquistare Stati, non rispettano la legge, invaderanno l'Italia e sono una minaccia per l'Italia.;0.6330454349517822;0.5340205430984497;-0.0990248918533325
_1051705866146205696;"le giudici coccolano criminali stranieri e rovinano innocenti italiani.
   le parti, istituzioni pagano stranieri e gettano in strada italiani.
   la stampa, economisti schifano la microimpresa che è genio italiano.
   il cancro dello Stato è la #sinistra."; i giudici coccolano criminali stranieri.;0.5149295330047607;0.4166857004165649;-0.0982438325881958
_807727442420961281; la sindaco di Roma è anti-italiani (Virginia Raggi / essere anti-italiani).; la sindaco di Roma è anti-italiani.;0.5821234583854675;0.4844862818717956;-0.0976371765136718
;" gli italiani favoriscono la costruzione di campi nomadi, varie strade con nomi in arabo e la promozione di un paesaggio tipico dell'Africa (italiani / fare ""palmeti"", ""bananalandia"", campi rom, nomi di vie in arabo)."; gli individui di etnia minoritaria sono violenti, criminali, autoritari, parassiti e irregolari.;0.4225587248802185;0.3291019201278686;-0.0934568047523498
_1067384069648982017; le donne italiane promuovono l'accoglienza dei musulmani (le donne italiane, essere che promuovono l'accoglienza dei musulmani).; le donne musulmane sono ignoranti manovrate dall'ideologia.;0.5228115320205688;0.4295386672019958;-0.093272864818573
_1092507038586990593; gli immigrati fanno da anni quello che sistematicamente fanno i sindaci di sinistra (gli immigrati / fare ciò che sistematicamente fanno i sindaci di sinistra).; Sindaci di sinistra fanno da anni ciò che sistematicamente fa dai sindaci di sinistra, prima agli immigrati. Mi raccomando votate ancora questi imbecilli di sinistra.;0.4982619285583496;0.4109036028385162;-0.0873583257198333
_1088520035537223680; gli immigrati clandestini sono invasori (il parlante / associare l'azione di migrare all'idea di una invasione).;"Immigrati non sono profughi; 2) Immigrati sono invasori, irregolari, criminali, selvaggi, parassiti, violenti, portano malattie.";0.5859147906303406;0.4997389316558838;-0.0861758589744567
_785129756354342912; il cittadino rom è pronto alla fuga (il cittadino rom / essere pronto alla fuga).; Un cittadino rom è pronto alla fuga.;0.4027797281742096;0.3172025978565216;-0.0855771303176879
_834125776299683840; gli immigrati sono caratterizzati da caos e furti (gli immigrati / essere caratterizzati da caos e furti).; gli immigrati sono criminali.;0.6207849979400635;0.5406256914138794;-0.080159306526184
;portavoce del PD è terrorista.; il terrorista è profugo fan del PD;0.6052863597869873;0.5274969339370728;-0.0777894258499145
_1117858518638317568; in mezzo alla comunità di immigrati si nascondono dei terroristi (il parlante / associare l'azione di terrorismo a questa comunità).; Immigrati sono criminali, truffatori.;0.7780308127403259;0.7036926746368408;-0.0743381381034851
_1040919734626209792;Nigeriana è una profuga che ha ottenuto lo status di rifugiato.; gli immigrati portano malattie.;0.4288013875484466;0.3549003005027771;-0.0739010870456695
_1053304571299270661; i rom occupano case popolari (i rom / essere occupatori di case popolari).;"i rom organizzano matrimoni in zona Via Bolla a Milano; 2) la mafia è associata all'arroganza.";0.6993309259414673;0.632264256477356;-0.0670666694641113
_1051388141276463104; le case popolari vengono spesso attribuite agli immigrati prima delle famiglie italiane (le case popolari, essere state assegnate agli immigrati prima delle famiglie italiane).;gli immigrati irregolari non sono già fin troppo aiutati con 35€ al giorno?;0.5836738348007202;0.5170374512672424;-0.0666363835334777
_1124322526434418693; gli immigrati sono poltrioni (immigrati, essere poltroni).; gli immigrati sono selvaggi, criminali e rovinano l'Italia;0.7830414175987244;0.7171255350112915;-0.0659158825874328
_800833465109385216;"donne islamiche sono represse e ""imburqate"" spero almeno si vendichino essendo lascive."; le donne islamiche sono lascive.;0.7534359693527222;0.6893954277038574;-0.0640405416488647
_1039886625994694656; gli immigrati non lavorano ma delinquono (gli immigrati / delinquere).;" gli immigrati sono criminali;
    gli immigrati non lavorano ma delinquono.";0.6389949321746826;0.5758482217788696;-0.0631467103958129
; le persone di cultura rom sono manomele (le persone di cultura rom / essere beccate).; le persone nomadi rom sono manoleste;0.6290574669837952;0.5659635066986084;-0.0630939602851867
_1055554395130208256; i migranti commettono crimini (i migranti).; gli immigrati sono ladri;0.546044111251831;0.4835075139999389;-0.062536597251892
_829477233886654465; i rom sono mafiosi.;" rom_sinti sono-criminali;";0.7223621606826782;0.6605830192565918;-0.0617791414260864
_1076161657003487232; gli islamici sono delinquenti (il parlante / associare la religione all'azione criminale).; Musulmani sono violenti, pericolosi, criminali, autoritari, barbari, invasori dell'Occidente, estremisti, terroristi.;0.886883020401001;0.8266951441764832;-0.0601878762245178
_1120734636546625538;"migranti stanno invadendo l'Italia; gli italiani non vogliono i migranti."; gli immigrati stanno invadendo l'Italia.;0.6058624386787415;0.5456812381744385;-0.0601812005043029
